STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10092611,M,1,Certificat,Mécanique du bâtiment,20173,20201,6,3.50,2019/20
10136427,M,1,Certificat,Mécanique du bâtiment,20183,20201,4,3.50,2019/20
10057377,M,1,Certificat,Techn. avancées en prévention des incendies,20093,20103,5,3.50,2010/11
10104426,M,1,Certificat,Technologies biomédicales - instr. électronique,20153,20161,2,3.50,2015/16
10073452,M,1,Certificat,Technologies biomédicales - instr. électronique,20201,20201,1,3.50,2019/20
10101740,M,1,Bac,Génie aérospatial,20133,20181,8,3.51,2017/18
10102499,M,1,Bac,Génie aérospatial,20133,20163,8,3.51,2016/17
10078180,F,1,Bac,Génie biomédical,20083,20121,8,3.51,2011/12
10092931,F,1,Bac,Génie biomédical,20113,20151,8,3.51,2014/15
10090717,M,2,Maitrise professionn,Génie biomédical,20123,20132,5,3.51,2012/13
10097687,M,1,Bac,Génie biomédical,20123,20161,8,3.51,2015/16
10103606,F,1,Bac,Génie biomédical,20133,20172,7,3.51,2016/17
10110763,F,2,Maitrise professionn,Génie biomédical,20143,20171,5,3.51,2016/17
10113165,M,1,Bac,Génie biomédical,20153,20191,8,3.51,2018/19
10079200,M,1,Bac,Génie chimique,20083,20121,8,3.51,2011/12
10094719,M,2,Maitrise professionn,Génie chimique,20121,20131,4,3.51,2012/13
10098005,M,1,Bac,Génie chimique,20123,20171,10,3.51,2016/17
10103718,M,1,Bac,Génie chimique,20133,20173,8,3.51,2017/18
10113842,F,1,Bac,Génie chimique,20153,20193,8,3.51,2019/20
10116344,M,1,Bac,Génie chimique,20153,20201,9,3.51,2019/20
10076371,M,1,Bac,Génie civil,20081,20121,9,3.51,2011/12
10088251,F,1,Bac,Génie civil,20103,20141,8,3.51,2013/14
10082667,F,2,Maitrise professionn,Génie civil,20113,20141,5,3.51,2013/14
10093546,M,1,Bac,Génie civil,20113,20151,8,3.51,2014/15
10090600,M,1,Bac,Génie civil,20123,20153,9,3.51,2015/16
10114632,F,1,Bac,Génie civil,20153,20193,8,3.51,2019/20
10081433,M,1,Bac,Génie électrique,20091,20131,8,3.51,2012/13
10083321,M,2,Maitrise professionn,Génie électrique,20093,20123,7,3.51,2012/13
10103598,M,1,Bac,Génie électrique,20133,20171,8,3.51,2016/17
10122203,M,2,Maitrise professionn,Génie énergétique,20171,20191,7,3.51,2018/19
10108352,M,1,Bac,Génie géologique (coopératif),20143,20191,10,3.51,2018/19
10074316,F,1,Bac,Génie industriel,20073,20111,8,3.51,2010/11
10078775,F,1,Bac,Génie industriel,20083,20121,8,3.51,2011/12
10085269,F,1,Bac,Génie industriel,20101,20141,7,3.51,2013/14
10105440,M,1,Bac,Génie industriel,20133,20181,10,3.51,2017/18
10114636,M,1,Bac,Génie informatique,20153,20191,8,3.51,2018/19
10074562,M,1,Bac,Génie logiciel,20073,20111,8,3.51,2010/11
10082311,M,1,Bac,Génie logiciel,20093,20133,8,3.51,2013/14
10097017,M,1,Bac,Génie logiciel,20123,20161,8,3.51,2015/16
10070658,M,1,Bac,Génie mécanique,20063,20111,9,3.51,2010/11
10074513,M,1,Bac,Génie mécanique,20073,20113,8,3.51,2011/12
10077201,F,1,Bac,Génie mécanique,20081,20123,10,3.51,2012/13
10083512,F,1,Bac,Génie mécanique,20093,20123,8,3.51,2012/13
10081071,M,2,Maitrise professionn,Génie mécanique,20141,20151,5,3.51,2014/15
10108538,M,1,Bac,Génie mécanique,20143,20181,8,3.51,2017/18
10074729,M,1,Bac,Génie physique,20073,20121,9,3.51,2011/12
10082609,M,1,Bac,Génie physique,20093,20133,9,3.51,2013/14
10087540,M,1,Bac,Génie physique,20103,20133,8,3.51,2013/14
10097641,M,1,Bac,Génie physique,20123,20161,8,3.51,2015/16
10083622,M,1,Bac,Génie aérospatial,20093,20131,9,3.52,2012/13
10101681,F,1,Bac,Génie aérospatial,20133,20181,8,3.52,2017/18
10106650,M,1,Bac,Génie aérospatial,20143,20193,9,3.52,2019/20
10112563,M,1,Bac,Génie aérospatial,20153,20181,5,3.52,2017/18
10079390,F,1,Bac,Génie biomédical,20083,20121,8,3.52,2011/12
10085792,M,2,Maitrise professionn,Génie biomédical,20101,20121,5,3.52,2011/12
10106414,M,1,Bac,Génie biomédical,20141,20193,8,3.52,2019/20
10108171,F,1,Bac,Génie biomédical,20143,20181,8,3.52,2017/18
10112637,F,1,Bac,Génie biomédical,20153,20191,8,3.52,2018/19
10113074,F,1,Bac,Génie biomédical,20153,20191,8,3.52,2018/19
10118777,M,1,Bac,Génie biomédical,20163,20201,8,3.52,2019/20
10087816,M,1,Bac,Génie chimique,20103,20151,8,3.52,2014/15
10101049,F,2,Maitrise professionn,Génie chimique,20131,20152,7,3.52,2014/15
10113886,F,1,Bac,Génie chimique,20153,20191,8,3.52,2018/19
10069353,M,1,Bac,Génie chimique (coopératif),20061,20103,10,3.52,2010/11
10074391,M,1,Bac,Génie civil,20073,20111,8,3.52,2010/11
10074755,M,1,Bac,Génie civil,20073,20111,8,3.52,2010/11
10087835,M,1,Bac,Génie civil,20103,20151,9,3.52,2014/15
10095891,M,1,Bac,Génie civil,20121,20161,9,3.52,2015/16
10065565,M,2,Maitrise professionn,Génie civil,20133,20181,11,3.52,2017/18
10082709,M,2,Maitrise professionn,Génie civil,20133,20161,5,3.52,2015/16
10112229,M,1,Bac,Génie civil,20151,20183,8,3.52,2018/19
10090378,F,2,Maitrise professionn,Génie civil,20152,20161,4,3.52,2015/16
10115326,F,2,Maitrise professionn,Génie civil,20163,20173,4,3.52,2017/18
10108924,M,1,Bac,Génie des mines (coopératif),20143,20192,8,3.52,2018/19
10112578,M,1,Bac,Génie des mines (coopératif),20153,20181,5,3.52,2017/18
10069135,M,1,Bac,Génie électrique,20063,20113,9,3.52,2011/12
10097607,M,1,Bac,Génie électrique,20123,20171,9,3.52,2016/17
10108697,M,1,Bac,Génie électrique,20143,20181,8,3.52,2017/18
10073932,M,1,Bac,Génie industriel,20073,20141,10,3.52,2013/14
10077902,M,1,Bac,Génie industriel,20083,20123,8,3.52,2012/13
10084149,M,1,Bac,Génie industriel,20093,20141,8,3.52,2013/14
10066099,M,2,Maitrise professionn,Génie industriel,20121,20123,2,3.52,2012/13
10095825,F,1,Bac,Génie industriel,20151,20201,10,3.52,2019/20
10120289,M,1,Bac,Génie industriel,20163,20201,8,3.52,2019/20
10098176,M,1,Bac,Génie informatique,20123,20161,8,3.52,2015/16
10083657,M,1,Bac,Génie logiciel,20093,20133,9,3.52,2013/14
10097731,F,1,Bac,Génie logiciel,20123,20181,10,3.52,2017/18
10090782,M,1,Bac,Génie mécanique,20111,20151,8,3.52,2014/15
10092752,F,1,Bac,Génie mécanique,20113,20153,8,3.52,2015/16
10102879,M,1,Bac,Génie mécanique,20133,20181,8,3.52,2017/18
10076659,M,1,Bac,Génie physique,20081,20113,8,3.52,2011/12
10079214,F,1,Bac,Génie physique,20083,20123,9,3.52,2012/13
10090931,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20111,20113,3,3.52,2011/12
10082129,M,1,Bac,Génie aérospatial,20093,20123,8,3.53,2012/13
10083175,M,1,Bac,Génie aérospatial,20093,20141,10,3.53,2013/14
10086183,M,1,Bac,Génie aérospatial,20101,20132,8,3.53,2012/13
10094325,M,2,Maitrise professionn,Génie aérospatial,20121,20132,5,3.53,2012/13
10095583,M,1,Bac,Génie aérospatial,20123,20171,6,3.53,2016/17
10099575,M,2,Maitrise professionn,Génie aérospatial,20142,20143,2,3.53,2014/15
10118910,M,1,Bac,Génie aérospatial,20163,20193,7,3.53,2019/20
10126444,M,2,Maitrise professionn,Génie aérospatial,20181,20192,5,3.53,2018/19
10068938,F,3,Doctorat,Génie biomédical,20053,20103,16,3.53,2010/11
10096682,F,1,Bac,Génie biomédical,20123,20171,8,3.53,2016/17
10092366,F,2,Maitrise recherche,Génie biomédical,20131,20143,7,3.53,2014/15
10097228,F,2,Maitrise recherche,Génie biomédical,20142,20151,4,3.53,2014/15
10109160,F,1,Bac,Génie biomédical,20143,20181,8,3.53,2017/18
10126199,M,2,Maitrise recherche,Génie biomédical,20181,20193,4,3.53,2019/20
10060647,F,3,Doctorat,Génie chimique,20043,20112,21,3.53,2010/11
10075353,M,1,Bac,Génie chimique,20081,20122,9,3.53,2011/12
10076253,M,3,Doctorat,Génie chimique,20091,20123,10,3.53,2012/13
10063482,F,2,Maitrise professionn,Génie chimique,20121,20131,5,3.53,2012/13
10098110,M,2,Maitrise recherche,Génie chimique,20133,20171,11,3.53,2016/17
10104257,F,1,Bac,Génie chimique,20133,20181,10,3.53,2017/18
10106322,M,2,Maitrise professionn,Génie chimique,20143,20153,4,3.53,2015/16
10109722,M,2,Maitrise recherche,Génie chimique,20143,20153,4,3.53,2015/16
10119941,M,1,Bac,Génie chimique,20163,20201,8,3.53,2019/20
10120823,M,2,Maitrise professionn,Génie chimique,20171,20182,6,3.53,2017/18
10116336,M,2,Maitrise professionn,Génie chimique,20173,20173,4,3.53,2017/18
10120850,M,2,Maitrise professionn,Génie chimique,20173,20191,5,3.53,2018/19
10125764,F,2,Maitrise professionn,Génie chimique,20173,20193,6,3.53,2019/20
10070783,M,1,Bac,Génie civil,20063,20103,8,3.53,2010/11
10078650,M,1,Bac,Génie civil,20083,20121,8,3.53,2011/12
10085571,M,3,Doctorat,Génie civil,20101,20141,13,3.53,2013/14
10065549,M,2,Maitrise recherche,Génie civil,20103,20113,5,3.53,2011/12
10071478,F,2,Maitrise recherche,Génie civil,20103,20121,5,3.53,2011/12
10087345,F,2,Maitrise recherche,Génie civil,20103,20121,5,3.53,2011/12
10089185,M,1,Bac,Génie civil,20103,20141,7,3.53,2013/14
10014270,F,2,Maitrise professionn,Génie civil,20113,20143,8,3.53,2014/15
10097270,M,1,Bac,Génie civil,20123,20181,9,3.53,2017/18
10095915,M,2,Maitrise recherche,Génie civil,20131,20152,9,3.53,2014/15
10097782,M,1,Bac,Génie civil,20131,20163,8,3.53,2016/17
10088001,M,2,Maitrise professionn,Génie civil,20141,20171,9,3.53,2016/17
10108203,F,2,Maitrise recherche,Génie civil,20143,20162,6,3.53,2015/16
10109682,M,2,Maitrise recherche,Génie civil,20151,20171,7,3.53,2016/17
10112308,F,1,Bac,Génie civil,20151,20183,8,3.53,2018/19
10061509,M,2,Maitrise professionn,Génie civil,20163,20163,1,3.53,2016/17
10112119,M,2,Maitrise professionn,Génie civil,20171,20172,4,3.53,2016/17
10086145,F,2,Maitrise recherche,Génie civil,20172,20182,5,3.53,2017/18
10114470,M,2,Maitrise professionn,Génie civil,20173,20181,5,3.53,2017/18
10126044,M,2,Maitrise recherche,Génie civil,20181,20193,3,3.53,2019/20
10133594,M,2,Maitrise professionn,Génie électrique,20053,20122,4,3.53,2011/12
10076657,F,1,Bac,Génie électrique,20081,20121,8,3.53,2011/12
10082000,M,3,Doctorat,Génie électrique,20093,20143,16,3.53,2014/15
10083066,M,1,Bac,Génie électrique,20093,20142,9,3.53,2013/14
10089867,M,2,Maitrise recherche,Génie électrique,20111,20132,7,3.53,2012/13
10092832,M,1,Bac,Génie électrique,20113,20151,8,3.53,2014/15
10097817,M,1,Bac,Génie électrique,20123,20161,8,3.53,2015/16
10091167,M,2,Maitrise professionn,Génie électrique,20131,20132,4,3.53,2012/13
10112979,M,2,Maitrise professionn,Génie électrique,20153,20181,6,3.53,2017/18
10113795,F,1,Bac,Génie électrique,20153,20191,8,3.53,2018/19
10112358,M,2,Maitrise recherche,Génie électrique,20172,20182,5,3.53,2017/18
10125601,M,2,Maitrise professionn,Génie électrique,20173,20191,4,3.53,2018/19
10115172,F,2,Maitrise recherche,Génie électrique,20181,20183,7,3.53,2018/19
10125935,M,2,Maitrise recherche,Génie électrique,20181,20201,7,3.53,2019/20
10105740,M,2,Maitrise professionn,Génie énergétique,20141,20153,6,3.53,2015/16
10011146,M,2,Maitrise professionn,Génie énergétique,20171,20181,4,3.53,2017/18
10079155,M,2,Maitrise professionn,Génie industriel,20101,20121,7,3.53,2011/12
10080433,M,2,Maitrise professionn,Génie industriel,20101,20103,3,3.53,2010/11
10079324,M,2,Maitrise professionn,Génie industriel,20103,20141,8,3.53,2013/14
10088571,M,1,Bac,Génie industriel,20103,20141,8,3.53,2013/14
10055395,F,2,Maitrise recherche,Génie industriel,20112,20143,12,3.53,2014/15
10074310,F,2,Maitrise recherche,Génie industriel,20112,20122,4,3.53,2011/12
10087357,M,2,Maitrise professionn,Génie industriel,20113,20121,5,3.53,2011/12
10089229,M,2,Maitrise professionn,Génie industriel,20113,20131,4,3.53,2012/13
10089025,M,2,Maitrise recherche,Génie industriel,20121,20123,4,3.53,2012/13
10025519,M,2,Maitrise professionn,Génie industriel,20123,20143,6,3.53,2014/15
10099946,F,2,Maitrise professionn,Génie industriel,20123,20141,5,3.53,2013/14
10094492,M,2,Maitrise professionn,Génie industriel,20131,20132,5,3.53,2012/13
10099348,M,2,Maitrise recherche,Génie industriel,20131,20143,6,3.53,2014/15
10099987,M,2,Maitrise recherche,Génie industriel,20131,20142,5,3.53,2013/14
10101286,M,2,Maitrise professionn,Génie industriel,20131,20143,5,3.53,2014/15
10100792,M,2,Maitrise recherche,Génie industriel,20132,20143,5,3.53,2014/15
10065463,M,2,Maitrise professionn,Génie industriel,20133,20151,6,3.53,2014/15
10083851,F,3,Doctorat,Génie industriel,20133,20192,15,3.53,2018/19
10095650,M,2,Maitrise professionn,Génie industriel,20141,20152,7,3.53,2014/15
10099271,M,2,Maitrise professionn,Génie industriel,20141,20151,3,3.53,2014/15
10104554,F,2,Maitrise recherche,Génie industriel,20141,20172,11,3.53,2016/17
10104743,M,2,Maitrise recherche,Génie industriel,20141,20153,6,3.53,2015/16
10101005,M,2,Maitrise recherche,Génie industriel,20143,20171,8,3.53,2016/17
10108016,F,1,Bac,Génie industriel,20143,20191,9,3.53,2018/19
10110716,M,2,Maitrise recherche,Génie industriel,20151,20161,4,3.53,2015/16
10113327,M,2,Maitrise professionn,Génie industriel,20153,20183,7,3.53,2018/19
10115198,M,2,Maitrise recherche,Génie industriel,20153,20181,8,3.53,2017/18
10116156,F,2,Maitrise professionn,Génie industriel,20153,20183,6,3.53,2018/19
10115411,M,2,Maitrise professionn,Génie industriel,20161,20163,3,3.53,2016/17
10116330,F,2,Maitrise recherche,Génie industriel,20163,20182,6,3.53,2017/18
10118325,M,2,Maitrise recherche,Génie industriel,20163,20182,6,3.53,2017/18
10096422,F,2,Maitrise recherche,Génie industriel,20172,20191,6,3.53,2018/19
10108191,F,2,Maitrise recherche,Génie industriel,20172,20173,6,3.53,2017/18
10120365,M,2,Maitrise recherche,Génie industriel,20173,20193,3,3.53,2019/20
10102597,M,2,Maitrise professionn,Génie industriel,20181,20183,3,3.53,2018/19
10115290,F,2,Maitrise professionn,Génie industriel,20181,20181,1,3.53,2017/18
10130980,F,2,Maitrise professionn,Génie industriel,20183,20193,4,3.53,2019/20
10099776,M,2,Maitrise professionn,Génie industriel,20191,20191,1,3.53,2018/19
10082839,M,1,Bac,Génie informatique,20093,20123,8,3.53,2012/13
10095840,M,2,Maitrise professionn,Génie informatique,20121,20141,7,3.53,2013/14
10105036,M,2,Maitrise professionn,Génie informatique,20133,20152,6,3.53,2014/15
10108201,M,2,Maitrise recherche,Génie informatique,20151,20163,6,3.53,2016/17
10111126,F,2,Maitrise professionn,Génie informatique,20151,20181,7,3.53,2017/18
10105868,M,2,Maitrise recherche,Génie informatique,20153,20162,7,3.53,2015/16
10115190,M,2,Maitrise recherche,Génie informatique,20162,20181,7,3.53,2017/18
10118957,M,1,Bac,Génie informatique,20163,20201,8,3.53,2019/20
10120774,M,2,Maitrise recherche,Génie informatique,20171,20183,5,3.53,2018/19
10120776,M,2,Maitrise recherche,Génie informatique,20171,20182,5,3.53,2017/18
10116319,M,1,Bac,Génie logiciel,20153,20193,8,3.53,2019/20
10074459,M,1,Bac,Génie mécanique,20073,20111,9,3.53,2010/11
10072241,M,2,Maitrise recherche,Génie mécanique,20082,20103,9,3.53,2010/11
10037540,F,2,Maitrise recherche,Génie mécanique,20083,20111,9,3.53,2010/11
10078446,M,1,Bac,Génie mécanique,20083,20123,8,3.53,2012/13
10067041,M,2,Maitrise recherche,Génie mécanique,20091,20113,9,3.53,2011/12
10082432,M,1,Bac,Génie mécanique,20093,20131,9,3.53,2012/13
10085319,M,2,Maitrise recherche,Génie mécanique,20102,20131,10,3.53,2012/13
10080249,M,3,Doctorat,Génie mécanique,20103,20142,12,3.53,2013/14
10087994,M,1,Bac,Génie mécanique,20103,20133,8,3.53,2013/14
10094335,M,1,Bac,Génie mécanique,20113,20151,8,3.53,2014/15
10084623,M,2,Maitrise recherche,Génie mécanique,20121,20141,7,3.53,2013/14
10094610,M,2,Maitrise professionn,Génie mécanique,20121,20133,5,3.53,2013/14
10094614,F,2,Maitrise professionn,Génie mécanique,20121,20132,5,3.53,2012/13
10093745,M,2,Maitrise recherche,Génie mécanique,20122,20142,8,3.53,2013/14
10096736,M,1,Bac,Génie mécanique,20123,20171,8,3.53,2016/17
10099614,F,2,Maitrise recherche,Génie mécanique,20131,20143,6,3.53,2014/15
10103978,F,1,Bac,Génie mécanique,20133,20173,8,3.53,2017/18
10083404,M,2,Maitrise professionn,Génie mécanique,20141,20151,3,3.53,2014/15
10104463,M,1,Bac,Génie mécanique,20141,20183,8,3.53,2018/19
10098861,M,1,Bac,Génie mécanique,20143,20183,9,3.53,2018/19
10107981,M,1,Bac,Génie mécanique,20143,20181,8,3.53,2017/18
10096899,M,2,Maitrise professionn,Génie mécanique,20151,20163,6,3.53,2016/17
10114565,M,2,Maitrise recherche,Génie mécanique,20161,20173,6,3.53,2017/18
10119108,M,1,Bac,Génie mécanique,20163,20201,8,3.53,2019/20
10098261,M,2,Maitrise recherche,Génie mécanique,20171,20191,7,3.53,2018/19
10099992,M,3,Doctorat,Génie nucléaire,20141,20171,10,3.53,2016/17
10068805,F,3,Doctorat,Génie physique,20121,20162,14,3.53,2015/16
10112327,M,1,Bac,Génie physique,20151,20191,9,3.53,2018/19
10077266,M,2,Maitrise recherche,Mathématiques appliquées,20083,20112,10,3.53,2010/11
10081805,M,1,Bac,Génie aérospatial,20093,20141,8,3.54,2013/14
10082617,M,2,Maitrise professionn,Génie aérospatial,20101,20111,4,3.54,2010/11
10090809,M,2,Maitrise professionn,Génie aérospatial,20111,20153,9,3.54,2015/16
10104911,M,2,Maitrise professionn,Génie aérospatial,20141,20152,4,3.54,2014/15
10107108,M,1,Bac,Génie aérospatial,20143,20193,8,3.54,2019/20
10100181,F,2,Maitrise professionn,Génie biomédical,20132,20141,4,3.54,2013/14
10108543,F,1,Bac,Génie biomédical,20143,20181,8,3.54,2017/18
10129558,M,2,Maitrise professionn,Génie biomédical,20183,20193,4,3.54,2019/20
10078035,M,1,Bac,Génie chimique,20083,20121,8,3.54,2011/12
10079612,M,3,Doctorat,Génie chimique,20083,20123,13,3.54,2012/13
10067315,M,2,Maitrise recherche,Génie chimique,20091,20123,12,3.54,2012/13
10091896,M,1,Bac,Génie chimique,20113,20161,8,3.54,2015/16
10092617,M,1,Bac,Génie chimique,20113,20151,8,3.54,2014/15
10092835,F,1,Bac,Génie chimique,20113,20151,8,3.54,2014/15
10075203,F,2,Maitrise professionn,Génie chimique,20132,20143,4,3.54,2014/15
10102687,M,1,Bac,Génie chimique,20133,20183,9,3.54,2018/19
10113150,M,2,Maitrise professionn,Génie chimique,20153,20181,6,3.54,2017/18
10070420,M,1,Bac,Génie civil,20063,20111,10,3.54,2010/11
10074713,M,1,Bac,Génie civil,20073,20111,8,3.54,2010/11
10084817,M,1,Bac,Génie civil,20093,20131,8,3.54,2012/13
10093531,M,1,Bac,Génie civil,20113,20161,9,3.54,2015/16
10070641,M,2,Maitrise professionn,Génie civil,20153,20153,1,3.54,2015/16
10077974,M,1,Bac,Génie des mines (coopératif),20083,20113,9,3.54,2011/12
10074580,M,1,Bac,Génie électrique,20073,20111,8,3.54,2010/11
10082808,M,1,Bac,Génie électrique,20093,20123,7,3.54,2012/13
10093077,M,1,Bac,Génie électrique,20113,20151,8,3.54,2014/15
10098963,M,1,Bac,Génie électrique,20123,20183,11,3.54,2018/19
10108930,M,1,Bac,Génie électrique,20143,20181,8,3.54,2017/18
10097683,M,2,Maitrise professionn,Génie énergétique,20172,20173,4,3.54,2017/18
10070320,F,1,Bac,Génie industriel,20063,20111,9,3.54,2010/11
10086539,F,2,Maitrise recherche,Génie industriel,20101,20133,12,3.54,2013/14
10103818,M,1,Bac,Génie industriel,20133,20171,8,3.54,2016/17
10078874,M,1,Bac,Génie informatique,20083,20123,9,3.54,2012/13
10065876,F,1,Bac,Génie informatique,20093,20123,8,3.54,2012/13
10092630,F,1,Bac,Génie informatique,20113,20161,9,3.54,2015/16
10118782,M,1,Bac,Génie informatique,20163,20193,7,3.54,2019/20
10102063,M,2,Maitrise professionn,Génie informatique,20173,20182,3,3.54,2017/18
10071083,M,1,Bac,Génie logiciel,20063,20121,10,3.54,2011/12
10071749,M,1,Bac,Génie logiciel,20081,20132,9,3.54,2012/13
10086993,M,1,Bac,Génie logiciel,20103,20153,9,3.54,2015/16
10095433,F,1,Bac,Génie logiciel,20123,20171,8,3.54,2016/17
10102743,M,1,Bac,Génie logiciel,20133,20171,8,3.54,2016/17
10106073,M,1,Bac,Génie logiciel,20141,20181,8,3.54,2017/18
10107346,M,1,Bac,Génie logiciel,20143,20183,8,3.54,2018/19
10108273,M,1,Bac,Génie logiciel,20143,20181,8,3.54,2017/18
10111933,M,1,Bac,Génie logiciel,20151,20191,8,3.54,2018/19
10113305,M,1,Bac,Génie logiciel,20153,20193,8,3.54,2019/20
10070784,M,1,Bac,Génie mécanique,20063,20112,10,3.54,2010/11
10087759,M,1,Bac,Génie mécanique,20103,20151,9,3.54,2014/15
10097808,M,1,Bac,Génie mécanique,20123,20171,9,3.54,2016/17
10059280,M,2,Maitrise professionn,Génie mécanique,20143,20153,4,3.54,2015/16
10099213,F,2,Maitrise professionn,Génie mécanique,20181,20191,5,3.54,2018/19
10079470,M,2,Maitrise recherche,Génie minéral,20121,20153,12,3.54,2015/16
10087506,M,1,Bac,Génie physique,20103,20141,9,3.54,2013/14
10103637,M,1,Bac,Génie physique,20133,20171,8,3.54,2016/17
10111049,M,1,Certificat,Automatisation Industrielle,20151,20173,6,3.55,2017/18
10102543,F,1,Certificat,Bâtiment durable,20132,20153,6,3.55,2015/16
10101744,M,1,Certificat,Commande de procédés industriels,20131,20151,5,3.55,2014/15
10088541,M,1,Certificat,Cyberenquête,20143,20181,5,3.55,2017/18
10116250,M,1,Certificat,Cyberenquête,20153,20191,6,3.55,2018/19
10101497,M,1,Certificat,Cyberenquête,20171,20183,5,3.55,2018/19
10126635,M,1,Certificat,Cyberenquête,20173,20183,3,3.55,2018/19
10099206,M,1,Certificat,Cyberfraude,20123,20151,5,3.55,2014/15
10105093,F,1,Certificat,Cyberfraude,20133,20153,5,3.55,2015/16
10111241,M,1,Certificat,Cyberfraude,20151,20183,7,3.55,2018/19
10109769,M,1,Certificat,Cyberfraude,20163,20201,6,3.55,2019/20
10117986,M,1,Certificat,Cyberfraude,20163,20193,8,3.55,2019/20
10121944,M,1,Certificat,Cyberfraude,20183,20191,2,3.55,2018/19
10126955,M,1,Certificat,Cyberfraude,20193,20201,2,3.55,2019/20
10098132,M,1,Certificat,Cybersécurité des réseaux informatiques,20123,20143,5,3.55,2014/15
10101282,M,1,Certificat,Cybersécurité des réseaux informatiques,20131,20143,4,3.55,2014/15
10106753,M,1,Certificat,Cybersécurité des réseaux informatiques,20141,20161,5,3.55,2015/16
10108647,M,1,Certificat,Cybersécurité des réseaux informatiques,20143,20161,4,3.55,2015/16
10111332,M,1,Certificat,Cybersécurité des réseaux informatiques,20143,20161,4,3.55,2015/16
10116754,M,1,Certificat,Cybersécurité des réseaux informatiques,20161,20171,4,3.55,2016/17
10123564,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.55,2018/19
10125677,M,1,Certificat,Cybersécurité des réseaux informatiques,20173,20191,4,3.55,2018/19
10131450,M,1,Certificat,Cybersécurité des réseaux informatiques,20183,20191,2,3.55,2018/19
10081923,F,1,Certificat,Électricité du bâtiment,20092,20191,11,3.55,2018/19
10087956,M,1,Bac,Génie aérospatial,20103,20141,8,3.55,2013/14
10078350,M,1,Bac,Génie aérospatial,20111,20143,8,3.55,2014/15
10092318,F,1,Bac,Génie aérospatial,20113,20161,8,3.55,2015/16
10093012,M,2,Maitrise recherche,Génie aérospatial,20151,20173,9,3.55,2017/18
10078884,M,2,Maitrise professionn,Génie aérospatial,20171,20181,4,3.55,2017/18
10120863,M,2,Maitrise professionn,Génie aérospatial,20171,20181,4,3.55,2017/18
10092603,F,1,Bac,Génie biomédical,20113,20161,8,3.55,2015/16
10093495,F,1,Bac,Génie biomédical,20113,20151,8,3.55,2014/15
10109168,M,1,Bac,Génie biomédical,20153,20193,8,3.55,2019/20
10088740,M,1,Bac,Génie chimique,20113,20153,8,3.55,2015/16
10106191,M,3,Doctorat,Génie chimique,20141,20181,13,3.55,2017/18
10111929,F,1,Bac,Génie chimique,20151,20191,8,3.55,2018/19
10113180,F,1,Bac,Génie chimique,20153,20191,8,3.55,2018/19
10119438,F,1,Bac,Génie chimique,20163,20201,8,3.55,2019/20
10080232,M,1,Bac,Génie civil,20083,20141,11,3.55,2013/14
10081232,M,1,Bac,Génie civil,20093,20142,12,3.55,2013/14
10082996,M,1,Bac,Génie civil,20093,20131,8,3.55,2012/13
10093560,M,1,Bac,Génie civil,20113,20151,8,3.55,2014/15
10089703,F,3,Doctorat,Génie civil,20142,20191,15,3.55,2018/19
10115706,F,2,Maitrise professionn,Génie civil,20162,20173,5,3.55,2017/18
10118532,F,1,Bac,Génie civil,20163,20201,8,3.55,2019/20
10081104,M,1,Bac,Génie des mines (coopératif),20091,20121,8,3.55,2011/12
10078441,F,1,Bac,Génie électrique,20083,20113,8,3.55,2011/12
10103025,F,1,Bac,Génie électrique,20133,20163,8,3.55,2016/17
10045482,M,3,Doctorat,Génie industriel,20033,20103,21,3.55,2010/11
10080504,M,1,Bac,Génie industriel,20091,20123,7,3.55,2012/13
10107696,M,1,Bac,Génie industriel,20143,20183,8,3.55,2018/19
10108627,M,1,Bac,Génie industriel,20143,20183,9,3.55,2018/19
10119267,M,1,Bac,Génie industriel,20163,20201,8,3.55,2019/20
10083405,M,1,Bac,Génie informatique,20093,20131,8,3.55,2012/13
10083781,M,1,Bac,Génie logiciel,20093,20141,8,3.55,2013/14
10102224,M,1,Bac,Génie logiciel,20133,20163,7,3.55,2016/17
10108252,M,1,Bac,Génie logiciel,20143,20181,8,3.55,2017/18
10117291,F,1,Bac,Génie logiciel,20161,20201,8,3.55,2019/20
10078405,F,1,Bac,Génie mécanique,20083,20121,9,3.55,2011/12
10087524,M,1,Bac,Génie mécanique,20103,20141,8,3.55,2013/14
10087814,M,1,Bac,Génie mécanique,20103,20141,8,3.55,2013/14
10088706,F,1,Bac,Génie mécanique,20103,20141,8,3.55,2013/14
10097825,M,1,Bac,Génie mécanique,20131,20173,9,3.55,2017/18
10086089,M,2,Maitrise professionn,Génie mécanique,20133,20143,4,3.55,2014/15
10087417,M,2,Maitrise recherche,Génie mécanique,20143,20161,5,3.55,2015/16
10109444,M,1,Bac,Génie mécanique,20143,20183,8,3.55,2018/19
10112111,M,1,Bac,Génie mécanique,20151,20183,8,3.55,2018/19
10096990,M,2,Maitrise recherche,Génie mécanique,20173,20192,6,3.55,2018/19
10067597,F,2,Maitrise professionn,Génie minéral,20102,20113,5,3.55,2011/12
10092990,M,1,Bac,Génie physique,20113,20161,9,3.55,2015/16
