STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10058991,M,3,Doctorat,Génie chimique,20032,20113,16,0.00,2011/12
10044022,M,3,Doctorat,Génie chimique,20073,20122,15,0.00,2011/12
10059471,M,3,Doctorat,Génie civil,20123,20183,19,0.00,2018/19
10115705,M,3,Doctorat,Génie civil,20171,20193,9,0.00,2019/20
10065138,M,3,Doctorat,Génie électrique,20091,20132,14,0.00,2012/13
10076139,M,3,Doctorat,Génie électrique,20101,20142,14,0.00,2013/14
10050987,M,3,Doctorat,Génie électrique,20102,20171,21,0.00,2016/17
10086872,M,3,Doctorat,Génie électrique,20141,20171,10,0.00,2016/17
10076658,M,3,Doctorat,Génie électrique,20142,20192,16,0.00,2018/19
10093374,M,3,Doctorat,Génie électrique,20143,20182,12,0.00,2017/18
10075980,M,3,Doctorat,Génie mécanique,20092,20143,17,0.00,2014/15
10062970,M,3,Doctorat,Génie mécanique,20113,20152,12,0.00,2014/15
10073086,M,3,Doctorat,Génie mécanique,20121,20163,15,0.00,2016/17
10067348,M,3,Doctorat,Génie mécanique,20122,20161,12,0.00,2015/16
10077562,M,3,Doctorat,Génie mécanique,20123,20152,9,0.00,2014/15
10087441,M,3,Doctorat,Génie mécanique,20123,20143,7,0.00,2014/15
10086153,M,3,Doctorat,Génie mécanique,20141,20172,11,0.00,2016/17
10099911,F,3,Doctorat,Génie mécanique,20142,20182,13,0.00,2017/18
10077667,M,3,Doctorat,Génie mécanique,20143,20172,9,0.00,2016/17
10116764,M,3,Doctorat,Génie mécanique,20161,20193,5,0.00,2019/20
10100891,F,3,Doctorat,Génie minéral,20153,20173,9,0.00,2017/18
10091508,F,3,Doctorat,Génie nucléaire,20131,20183,18,0.00,2018/19
10059752,F,3,Doctorat,Génie nucléaire,20143,20193,16,0.00,2019/20
10061101,M,3,Doctorat,Génie physique,20103,20172,21,0.00,2016/17
10090095,F,3,Doctorat,Mathématiques,20121,20151,10,0.00,2014/15
10115163,F,3,Doctorat,Mathématiques,20181,20193,5,0.00,2019/20
10110338,M,1,Certificat,Technologies biomédicales - instr. électronique,20143,20152,3,1.75,2014/15
10087239,M,1,Bac,Génie informatique,20103,20161,13,1.76,2015/16
10117253,F,1,Certificat,Cyberenquête,20173,20193,5,1.77,2019/20
10081331,M,1,Certificat,Technologies biomédicales - instr. électronique,20133,20161,6,1.77,2015/16
10106838,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20141,20161,5,1.79,2015/16
10127938,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20181,20192,5,1.80,2018/19
10123497,M,1,Certificat,Mécanique du bâtiment,20173,20183,3,1.82,2018/19
10090980,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20111,20113,3,1.82,2011/12
10088860,M,1,Certificat,Mécanique du bâtiment,20112,20161,10,1.83,2015/16
10103654,M,1,Bac,Génie civil,20133,20183,9,1.84,2018/19
10101036,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20131,20141,4,1.84,2013/14
10107916,M,1,Certificat,Mécanique du bâtiment,20163,20183,5,1.85,2018/19
10073047,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20092,20111,5,1.85,2010/11
10091947,F,1,Certificat,Technologies biomédicales - instr. électronique,20113,20141,6,1.85,2013/14
10085722,M,1,Bac,Génie électrique,20103,20163,11,1.88,2016/17
10053317,M,1,Bac,Génie informatique,20013,20113,12,1.88,2011/12
10066089,M,1,Bac,Génie mécanique,20051,20121,13,1.88,2011/12
10106877,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20141,20151,4,1.88,2014/15
10099029,M,1,Bac,Génie civil,20123,20183,11,1.89,2018/19
10121524,M,1,Certificat,Cyberfraude,20183,20193,3,1.90,2019/20
10069769,M,1,Certificat,Design et fabrication,20061,20161,8,1.90,2015/16
10077901,M,1,Bac,Génie industriel,20091,20152,10,1.90,2014/15
10050016,M,1,Certificat,Mécanique du bâtiment,20093,20111,4,1.90,2010/11
10120675,M,1,Certificat,Techn. biomédicales-instrum.(stage),20163,20172,3,1.90,2016/17
10080123,M,1,Certificat,Technologies biomédicales - instr. électronique,20083,20123,10,1.90,2012/13
10084825,F,1,Certificat,Technologies biomédicales - instr. électronique,20101,20133,6,1.90,2013/14
10077261,F,1,Bac,Génie civil,20081,20143,10,1.91,2014/15
10083445,M,1,Bac,Génie civil,20101,20151,13,1.91,2014/15
10086246,M,1,Bac,Génie civil,20103,20171,12,1.91,2016/17
10076245,F,1,Certificat,Technologies biomédicales - instr. électronique,20111,20141,6,1.91,2013/14
10081850,M,1,Bac,Génie électrique,20101,20162,10,1.92,2015/16
10072517,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20071,20113,6,1.92,2011/12
10101299,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20131,20151,6,1.92,2014/15
10101546,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20132,20151,5,1.92,2014/15
10061413,M,1,Bac,Génie informatique,20033,20103,13,1.93,2010/11
10075227,M,1,Bac,Génie civil,20073,20151,13,1.94,2014/15
10053557,M,1,Bac,Génie civil,20091,20141,10,1.94,2013/14
10086808,M,1,Bac,Génie civil,20103,20151,10,1.94,2014/15
10095108,M,1,Bac,Génie civil,20113,20182,11,1.94,2017/18
10093411,M,1,Bac,Génie physique,20113,20161,10,1.94,2015/16
10093541,M,1,Bac,Génie physique,20113,20171,12,1.94,2016/17
10131230,M,1,Certificat,Cyberfraude,20183,20201,4,1.95,2019/20
10070188,M,1,Bac,Génie civil,20063,20123,10,1.95,2012/13
10084319,M,1,Bac,Génie civil,20093,20181,13,1.95,2017/18
10073709,M,1,Bac,Génie électrique,20073,20161,14,1.95,2015/16
10077184,M,1,Bac,Génie électrique,20083,20143,13,1.95,2014/15
10100385,M,1,Bac,Génie électrique,20131,20181,9,1.95,2017/18
10100066,M,1,Bac,Génie informatique,20123,20191,11,1.95,2018/19
10093866,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20112,20123,4,1.95,2012/13
10087722,M,1,Certificat,Technologies biomédicales - instr. électronique,20103,20151,10,1.95,2014/15
10098492,M,1,Certificat,Technologies biomédicales - instr. électronique,20123,20181,5,1.95,2017/18
10113965,F,1,Certificat,Cyberfraude,20181,20193,4,1.96,2019/20
10077677,M,1,Bac,Génie civil,20083,20133,9,1.96,2013/14
10100446,F,1,Bac,Génie civil,20131,20181,10,1.96,2017/18
10106440,M,1,Bac,Génie civil,20143,20182,8,1.96,2017/18
10069974,M,1,Bac,Génie informatique,20062,20143,13,1.96,2014/15
10084368,M,1,Bac,Génie informatique,20093,20142,9,1.96,2013/14
10095342,M,1,Bac,Génie physique,20121,20183,12,1.96,2018/19
10086056,M,1,Bac,Génie civil,20101,20162,9,1.97,2015/16
10091921,M,1,Bac,Génie électrique,20141,20192,10,1.97,2018/19
10058151,F,1,Bac,Génie physique,20033,20113,11,1.97,2011/12
10101025,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20131,20143,5,1.97,2014/15
10101035,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20131,20141,4,1.97,2013/14
10112361,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20151,20171,7,1.97,2016/17
10112374,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20151,20163,5,1.97,2016/17
10088778,M,1,Bac,Génie civil,20103,20191,10,1.98,2018/19
10080860,M,1,Bac,Génie industriel,20091,20143,8,1.98,2014/15
10054031,M,1,Bac,Génie informatique,20033,20151,11,1.98,2014/15
10086533,M,1,Bac,Génie informatique,20103,20173,10,1.98,2017/18
10095276,M,1,Bac,Génie informatique,20123,20183,10,1.98,2018/19
10053894,F,1,Bac,Génie mécanique,20033,20111,13,1.98,2010/11
10070374,M,1,Bac,Génie mécanique,20063,20131,12,1.98,2012/13
10089308,M,1,Bac,Génie civil,20113,20171,8,1.99,2016/17
10069358,M,1,Bac,Génie électrique,20071,20141,10,1.99,2013/14
10109943,M,1,Certificat,Cybersécurité des réseaux informatiques,20151,20171,5,2.00,2016/17
10086351,M,1,Certificat,Électricité du bâtiment,20101,20113,4,2.00,2011/12
10069812,M,1,Bac,Génie civil,20061,20131,11,2.00,2012/13
10063707,M,1,Bac,Génie civil,20071,20103,8,2.00,2010/11
10066277,M,1,Bac,Génie civil,20071,20142,13,2.00,2013/14
10095896,M,1,Bac,Génie civil,20123,20171,10,2.00,2016/17
10070113,M,1,Bac,Génie mécanique,20091,20132,10,2.00,2012/13
10042735,M,1,Certificat,Mécanique du bâtiment,20061,20103,6,2.00,2010/11
10117554,M,1,Certificat,Mécanique du bâtiment,20161,20183,6,2.00,2018/19
10077109,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20092,20112,7,2.00,2010/11
10101675,M,1,Certificat,Techn. avancées en prévention des incendies,20131,20143,4,2.00,2014/15
10019295,M,1,Certificat,Technologies biomédicales - instr. électronique,20073,20103,7,2.00,2010/11
10108101,M,1,Certificat,Technologies biomédicales - instr. électronique,20143,20161,4,2.00,2015/16
10115251,M,1,Certificat,Technologies biomédicales - instr. électronique,20153,20171,4,2.00,2016/17
10126715,M,1,Certificat,Technologies biomédicales - instr. électronique,20173,20201,5,2.00,2019/20
10080705,M,1,Bac,Génie civil,20091,20152,10,2.01,2014/15
10084851,M,1,Bac,Génie logiciel,20111,20171,11,2.01,2016/17
10091786,M,1,Bac,Génie mécanique,20113,20151,7,2.01,2014/15
10081697,M,1,Bac,Génie civil,20101,20173,14,2.02,2017/18
10074838,M,1,Bac,Génie électrique,20072,20123,12,2.02,2012/13
10097904,M,1,Bac,Génie électrique,20123,20201,11,2.02,2019/20
10106176,M,1,Bac,Génie mécanique,20141,20183,11,2.02,2018/19
10092079,M,1,Bac,Génie civil,20113,20163,10,2.03,2016/17
10101210,F,1,Bac,Génie civil,20131,20193,11,2.03,2019/20
10102452,F,1,Bac,Génie civil,20133,20201,11,2.03,2019/20
10067424,M,1,Bac,Génie électrique,20053,20103,9,2.03,2010/11
10085884,M,1,Bac,Génie électrique,20103,20152,12,2.03,2014/15
10087834,M,1,Bac,Génie logiciel,20103,20161,10,2.03,2015/16
10062343,M,1,Bac,Génie mécanique,20043,20103,12,2.03,2010/11
10089247,M,1,Bac,Génie mécanique,20103,20151,10,2.03,2014/15
10091229,M,1,Bac,Génie mécanique,20111,20171,11,2.03,2016/17
10090668,M,1,Bac,Génie mécanique,20121,20181,11,2.03,2017/18
10081263,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20091,20111,5,2.03,2010/11
10084069,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20093,20103,4,2.03,2010/11
10104250,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20132,20143,4,2.03,2014/15
10080761,F,1,Bac,Génie civil,20083,20152,13,2.04,2014/15
10078122,M,1,Bac,Génie civil,20091,20173,10,2.04,2017/18
10082288,M,1,Bac,Génie civil,20093,20153,10,2.04,2015/16
10092286,M,1,Bac,Génie civil,20113,20171,10,2.04,2016/17
10099170,F,1,Bac,Génie civil,20123,20191,8,2.04,2018/19
10079277,M,1,Bac,Génie électrique,20083,20162,12,2.04,2015/16
10098497,F,1,Bac,Génie mécanique,20123,20183,13,2.04,2018/19
10106928,M,1,Bac,Génie mécanique,20153,20201,8,2.04,2019/20
10093859,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20112,20122,4,2.04,2011/12
10080208,M,1,Certificat,Aéronautique,20083,20103,5,2.05,2010/11
10090216,M,1,Certificat,Cyberenquête,20103,20131,6,2.05,2012/13
10091754,F,1,Certificat,Cyberfraude,20113,20141,6,2.05,2013/14
10105461,M,1,Certificat,Cybersécurité des réseaux informatiques,20133,20153,5,2.05,2015/16
10107013,M,1,Certificat,Cybersécurité des réseaux informatiques,20141,20163,6,2.05,2016/17
10080997,M,1,Certificat,Électricité du bâtiment,20103,20141,7,2.05,2013/14
10070196,M,1,Bac,Génie chimique,20063,20103,9,2.05,2010/11
10074110,M,1,Bac,Génie civil,20073,20123,10,2.05,2012/13
10077963,F,1,Bac,Génie civil,20083,20153,13,2.05,2015/16
10081303,M,1,Bac,Génie civil,20093,20142,11,2.05,2013/14
10090969,F,1,Bac,Génie civil,20111,20151,9,2.05,2014/15
10093838,F,1,Bac,Génie civil,20113,20173,9,2.05,2017/18
10100871,M,1,Bac,Génie civil,20141,20193,9,2.05,2019/20
10105295,M,1,Bac,Génie électrique,20143,20193,12,2.05,2019/20
10084213,M,1,Bac,Génie industriel,20101,20181,10,2.05,2017/18
10067895,M,1,Bac,Génie informatique,20053,20113,11,2.05,2011/12
10097066,F,1,Bac,Génie mécanique,20123,20173,10,2.05,2017/18
10101274,M,1,Bac,Génie mécanique,20131,20181,11,2.05,2017/18
10086302,M,1,Certificat,Mécanique du bâtiment,20102,20141,8,2.05,2013/14
10089028,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20103,20121,4,2.05,2011/12
10095887,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20142,5,2.05,2013/14
10101223,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20131,20141,4,2.05,2013/14
10099255,M,1,Certificat,Techn. biomédicales-instrum.(stage),20143,20152,5,2.05,2014/15
10121655,M,1,Certificat,Techn. biomédicales-instrum.(stage),20163,20172,3,2.05,2016/17
10077469,M,1,Certificat,Technologies biomédicales - instr. électronique,20081,20123,6,2.05,2012/13
10079151,M,1,Certificat,Technologies biomédicales - instr. électronique,20083,20113,7,2.05,2011/12
10104448,M,1,Certificat,Technologies biomédicales - instr. électronique,20133,20143,3,2.05,2014/15
10111530,M,1,Certificat,Automatisation Industrielle,20151,20173,6,2.06,2017/18
10080783,M,1,Certificat,Cyberenquête,20083,20163,11,2.06,2016/17
10075145,M,1,Bac,Génie civil,20073,20122,9,2.06,2011/12
10070586,M,1,Bac,Génie civil,20081,20153,11,2.06,2015/16
10081096,F,1,Bac,Génie civil,20093,20153,9,2.06,2015/16
10095559,M,1,Bac,Génie civil,20121,20171,10,2.06,2016/17
10103817,F,1,Bac,Génie électrique,20133,20201,12,2.06,2019/20
10108780,M,1,Bac,Génie électrique,20143,20183,9,2.06,2018/19
10071288,F,1,Bac,Génie industriel,20063,20113,9,2.06,2011/12
10076425,M,1,Bac,Génie mécanique,20121,20182,12,2.06,2017/18
10073129,M,1,Bac,Génie civil,20071,20131,10,2.07,2012/13
10078118,M,1,Bac,Génie civil,20083,20122,8,2.07,2011/12
10078583,M,1,Bac,Génie civil,20091,20141,9,2.07,2013/14
10081095,F,1,Bac,Génie civil,20091,20131,9,2.07,2012/13
10092373,M,1,Bac,Génie civil,20113,20171,9,2.07,2016/17
10092684,M,1,Bac,Génie civil,20113,20171,9,2.07,2016/17
10106373,M,1,Bac,Génie civil,20143,20192,11,2.07,2018/19
10086307,M,1,Bac,Génie électrique,20101,20153,12,2.07,2015/16
10090251,M,1,Bac,Génie électrique,20111,20161,10,2.07,2015/16
10003737,M,1,Bac,Génie électrique,20113,20131,2,2.07,2012/13
10105833,M,1,Bac,Génie électrique,20141,20181,10,2.07,2017/18
10067340,M,1,Bac,Génie mécanique,20053,20112,13,2.07,2010/11
10074789,M,1,Bac,Génie mécanique,20073,20123,12,2.07,2012/13
10112267,M,1,Bac,Génie mécanique,20151,20201,10,2.07,2019/20
10089026,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20102,20112,4,2.07,2010/11
10074649,M,1,Bac,Génie civil,20073,20123,11,2.08,2012/13
10081120,F,1,Bac,Génie civil,20091,20151,10,2.08,2014/15
10099865,M,1,Bac,Génie civil,20123,20173,10,2.08,2017/18
10109597,F,1,Bac,Génie civil,20143,20192,11,2.08,2018/19
10088032,M,1,Bac,Génie mécanique,20103,20153,12,2.08,2015/16
10103389,F,1,Certificat,Cyberenquête,20133,20191,7,2.09,2018/19
10122819,F,1,Certificat,Cyberfraude,20171,20191,5,2.09,2018/19
10066518,F,1,Bac,Génie chimique,20113,20193,11,2.09,2019/20
10077739,M,1,Bac,Génie civil,20083,20133,10,2.09,2013/14
10095844,M,1,Bac,Génie civil,20121,20173,9,2.09,2017/18
10102504,M,1,Bac,Génie civil,20133,20182,9,2.09,2017/18
10044593,M,1,Bac,Génie électrique,19992,20151,13,2.09,2014/15
10067451,M,1,Bac,Génie logiciel,20053,20103,10,2.09,2010/11
10109264,M,1,Bac,Génie logiciel,20153,20192,8,2.09,2018/19
10069000,M,1,Bac,Génie mécanique,20061,20111,12,2.09,2010/11
10079346,M,1,Bac,Génie mécanique,20083,20133,12,2.09,2013/14
10100930,M,1,Certificat,Cyberenquête,20133,20171,8,2.10,2016/17
10117532,M,1,Certificat,Cybersécurité des réseaux informatiques,20161,20183,6,2.10,2018/19
10077776,M,1,Bac,Génie civil,20091,20131,9,2.10,2012/13
10092069,M,1,Bac,Génie civil,20121,20181,10,2.10,2017/18
10095671,M,1,Bac,Génie civil,20123,20181,10,2.10,2017/18
10098201,M,1,Bac,Génie civil,20123,20163,9,2.10,2016/17
10100055,F,1,Bac,Génie civil,20131,20193,12,2.10,2019/20
10104613,M,1,Bac,Génie civil,20141,20193,9,2.10,2019/20
10106459,M,1,Bac,Génie civil,20141,20192,11,2.10,2018/19
10107041,M,1,Bac,Génie civil,20143,20183,8,2.10,2018/19
10070439,M,1,Bac,Génie électrique,20071,20133,9,2.10,2013/14
10081800,M,1,Bac,Génie électrique,20093,20151,11,2.10,2014/15
10095999,M,1,Bac,Génie électrique,20121,20171,11,2.10,2016/17
10085808,M,1,Bac,Génie informatique,20111,20183,13,2.10,2018/19
10076270,M,1,Bac,Génie logiciel,20081,20123,10,2.10,2012/13
10067785,M,1,Bac,Génie mécanique,20053,20113,12,2.10,2011/12
10106654,M,1,Bac,Génie mécanique,20141,20191,7,2.10,2018/19
10086109,M,1,Certificat,Mécanique du bâtiment,20102,20151,7,2.10,2014/15
10089813,M,1,Certificat,Mécanique du bâtiment,20103,20133,6,2.10,2013/14
10094952,M,1,Certificat,Mécanique du bâtiment,20122,20161,9,2.10,2015/16
10087200,M,1,Certificat,Techn. biomédicales-instrum.(stage),20103,20112,3,2.10,2010/11
10081230,M,1,Bac,Génie civil,20091,20131,9,2.11,2012/13
10080735,M,1,Bac,Génie civil,20093,20193,11,2.11,2019/20
10111074,M,1,Bac,Génie civil,20151,20201,11,2.11,2019/20
10082480,M,1,Bac,Génie électrique,20093,20142,8,2.11,2013/14
10089931,M,1,Bac,Génie industriel,20111,20181,11,2.11,2017/18
10073862,F,1,Bac,Génie informatique,20073,20133,9,2.11,2013/14
10074001,M,1,Bac,Génie informatique,20081,20152,11,2.11,2014/15
10087332,M,1,Bac,Génie logiciel,20103,20143,10,2.11,2014/15
10101648,F,1,Bac,Génie logiciel,20141,20191,8,2.11,2018/19
10113805,F,1,Bac,Génie logiciel,20153,20192,8,2.11,2018/19
10072664,M,1,Bac,Génie mécanique,20063,20141,12,2.11,2013/14
10092894,M,1,Bac,Génie mécanique,20113,20171,10,2.11,2016/17
10108569,M,1,Bac,Génie mécanique,20143,20191,10,2.11,2018/19
10093561,M,1,Bac,Génie physique,20131,20182,9,2.11,2017/18
10081225,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20091,20123,5,2.11,2012/13
10079830,M,1,Bac,Génie civil,20083,20161,12,2.12,2015/16
10073338,F,1,Bac,Génie électrique,20071,20113,10,2.12,2011/12
10074523,M,1,Bac,Génie électrique,20073,20121,12,2.12,2011/12
10082211,M,1,Bac,Génie électrique,20111,20181,11,2.12,2017/18
10094371,F,1,Bac,Génie électrique,20121,20153,8,2.12,2015/16
10098147,M,1,Bac,Génie informatique,20131,20173,10,2.12,2017/18
10073286,M,1,Bac,Génie mécanique,20071,20121,11,2.12,2011/12
10088337,M,1,Bac,Génie mécanique,20111,20173,12,2.12,2017/18
10094392,M,1,Bac,Génie mécanique,20133,20172,8,2.12,2016/17
10058675,M,1,Certificat,Électricité du bâtiment,20113,20131,4,2.13,2012/13
10074222,M,1,Bac,Génie civil,20073,20141,11,2.13,2013/14
10074414,M,1,Bac,Génie civil,20073,20131,9,2.13,2012/13
10090543,M,1,Bac,Génie civil,20111,20143,7,2.13,2014/15
10090578,M,1,Bac,Génie civil,20111,20171,10,2.13,2016/17
10079812,M,1,Bac,Génie électrique,20083,20123,8,2.13,2012/13
10086784,M,1,Bac,Génie électrique,20103,20181,13,2.13,2017/18
10101271,M,1,Bac,Génie électrique,20131,20191,11,2.13,2018/19
10066631,M,1,Bac,Génie informatique,20061,20112,10,2.13,2010/11
10078877,M,1,Bac,Génie logiciel,20083,20123,9,2.13,2012/13
10088514,M,1,Bac,Génie logiciel,20103,20153,10,2.13,2015/16
10082885,M,1,Bac,Génie mécanique,20093,20151,10,2.13,2014/15
10086643,M,1,Bac,Génie mécanique,20103,20153,9,2.13,2015/16
10098927,M,1,Bac,Génie mécanique,20123,20173,10,2.13,2017/18
10106803,M,1,Certificat,Cyberenquête,20141,20173,7,2.14,2017/18
10101770,M,1,Certificat,Cyberfraude,20153,20181,6,2.14,2017/18
10110971,M,1,Certificat,Cybersécurité des réseaux informatiques,20143,20181,7,2.14,2017/18
10070918,M,1,Bac,Génie chimique,20063,20112,9,2.14,2010/11
10076828,F,1,Bac,Génie chimique,20081,20123,11,2.14,2012/13
10106435,F,1,Bac,Génie chimique,20143,20201,10,2.14,2019/20
10065569,M,1,Bac,Génie civil,20053,20111,10,2.14,2010/11
10071034,M,1,Bac,Génie civil,20063,20103,9,2.14,2010/11
10078462,M,1,Bac,Génie civil,20083,20133,10,2.14,2013/14
10083279,M,1,Bac,Génie civil,20093,20133,9,2.14,2013/14
10100261,F,1,Bac,Génie civil,20131,20201,12,2.14,2019/20
10083516,M,1,Bac,Génie électrique,20093,20142,9,2.14,2013/14
10086114,M,1,Bac,Génie électrique,20101,20143,11,2.14,2014/15
10107120,M,1,Bac,Génie électrique,20143,20183,10,2.14,2018/19
10101239,F,1,Bac,Génie logiciel,20131,20201,12,2.14,2019/20
10085654,F,1,Bac,Génie mécanique,20101,20161,11,2.14,2015/16
10098444,M,1,Bac,Génie mécanique,20123,20173,11,2.14,2017/18
10108429,M,1,Bac,Génie mécanique,20143,20193,11,2.14,2019/20
10090732,M,1,Certificat,Mécanique du bâtiment,20111,20143,5,2.14,2014/15
10053409,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20082,20111,8,2.14,2010/11
10091016,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20111,20121,4,2.14,2011/12
10081363,M,1,Certificat,Aéronautique,20091,20123,8,2.15,2012/13
10084604,M,1,Certificat,Cyberfraude,20103,20141,8,2.15,2013/14
10100930,M,1,Certificat,Cyberfraude,,20173,7,2.15,2017/18
10084445,F,1,Certificat,Cybersécurité des réseaux informatiques,20133,20153,5,2.15,2015/16
10075204,M,1,Certificat,Électricité du bâtiment,20072,20103,7,2.15,2010/11
10075516,M,1,Certificat,Électricité du bâtiment,20073,20103,7,2.15,2010/11
10074751,M,1,Bac,Génie civil,20073,20121,10,2.15,2011/12
10080574,M,1,Bac,Génie civil,20083,20121,8,2.15,2011/12
10087093,M,1,Bac,Génie civil,20103,20173,11,2.15,2017/18
10092035,M,1,Bac,Génie civil,20113,20173,9,2.15,2017/18
10098043,F,1,Bac,Génie civil,20123,20191,11,2.15,2018/19
10099914,M,1,Bac,Génie civil,20133,20183,9,2.15,2018/19
10091929,M,1,Bac,Génie électrique,20113,20161,10,2.15,2015/16
10107451,M,1,Bac,Génie électrique,20143,20191,10,2.15,2018/19
10077272,M,1,Bac,Génie logiciel,20081,20123,9,2.15,2012/13
10071259,F,1,Bac,Génie mécanique,20063,20103,12,2.15,2010/11
10074724,M,1,Bac,Génie mécanique,20073,20131,9,2.15,2012/13
10103014,M,1,Bac,Génie mécanique,20133,20183,10,2.15,2018/19
10103004,M,1,Bac,Génie mécanique,20153,20183,8,2.15,2018/19
10087379,M,1,Bac,Génie physique,20103,20151,11,2.15,2014/15
10062191,M,1,Certificat,Mécanique du bâtiment,20073,20113,9,2.15,2011/12
10049743,M,1,Certificat,Mécanique du bâtiment,20081,20113,6,2.15,2011/12
10095669,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20133,20151,5,2.15,2014/15
10096459,M,1,Certificat,Techn. biomédicales-instrum.(stage),20123,20132,3,2.15,2012/13
10114305,M,1,Certificat,Techn. biomédicales-instrum.(stage),20153,20162,3,2.15,2015/16
10062152,M,1,Certificat,Technologies biomédicales - instr. électronique,20103,20113,3,2.15,2011/12
10090098,M,1,Certificat,Technologies biomédicales - instr. électronique,20103,20122,5,2.15,2011/12
10091247,M,1,Bac,Génie chimique,20111,20181,14,2.16,2017/18
10086197,M,1,Bac,Génie civil,20101,20151,10,2.16,2014/15
10090180,M,1,Bac,Génie civil,20103,20161,10,2.16,2015/16
10073443,M,1,Bac,Génie électrique,20071,20103,9,2.16,2010/11
10079262,F,1,Bac,Génie électrique,20083,20133,11,2.16,2013/14
10108099,M,1,Bac,Génie électrique,20143,20201,10,2.16,2019/20
10072010,F,1,Bac,Génie industriel,20073,20133,10,2.16,2013/14
10071461,M,1,Bac,Génie industriel,20081,20121,9,2.16,2011/12
10095901,M,1,Bac,Génie industriel,20123,20181,10,2.16,2017/18
10067822,M,1,Bac,Génie mécanique,20053,20111,12,2.16,2010/11
10067857,M,1,Bac,Génie mécanique,20053,20111,10,2.16,2010/11
10078092,M,1,Bac,Génie mécanique,20083,20131,9,2.16,2012/13
10093922,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20112,20131,5,2.16,2012/13
10098987,F,1,Certificat,Cyberfraude,20123,20141,4,2.17,2013/14
10098848,M,1,Bac,Génie chimique,20123,20183,12,2.17,2018/19
10066726,M,1,Bac,Génie civil,20061,20111,12,2.17,2010/11
10073722,M,1,Bac,Génie civil,20071,20113,9,2.17,2011/12
10085967,M,1,Bac,Génie civil,20101,20153,11,2.17,2015/16
10087072,F,1,Bac,Génie civil,20103,20153,9,2.17,2015/16
10078594,F,1,Bac,Génie électrique,20083,20133,11,2.17,2013/14
10108115,M,1,Bac,Génie électrique,20143,20191,10,2.17,2018/19
10070114,F,1,Bac,Génie industriel,20073,20123,9,2.17,2012/13
10083522,M,1,Bac,Génie industriel,20093,20153,10,2.17,2015/16
10081298,M,1,Bac,Génie informatique,20091,20141,10,2.17,2013/14
10067637,M,1,Bac,Génie logiciel,20053,20111,12,2.17,2010/11
10093833,M,1,Bac,Génie logiciel,20113,20161,9,2.17,2015/16
10109572,M,1,Bac,Génie logiciel,20143,20192,10,2.17,2018/19
10070731,M,1,Bac,Génie mécanique,20071,20113,11,2.17,2011/12
10082818,M,1,Bac,Génie mécanique,20093,20151,10,2.17,2014/15
10082862,M,1,Bac,Génie mécanique,20102,20161,9,2.17,2015/16
10102918,M,1,Bac,Génie mécanique,20133,20183,9,2.17,2018/19
10108838,M,1,Bac,Génie mécanique,20153,20191,8,2.17,2018/19
10088973,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20103,20113,4,2.17,2011/12
10121524,M,1,Certificat,Cyberenquête,20181,20193,5,2.18,2019/20
10107916,M,1,Certificat,Design et fabrication,20143,20161,4,2.18,2015/16
10073178,F,1,Bac,Génie chimique,20071,20111,10,2.18,2010/11
10069710,F,1,Bac,Génie civil,20061,20111,10,2.18,2010/11
10078370,F,1,Bac,Génie civil,20083,20123,9,2.18,2012/13
10085139,M,1,Bac,Génie civil,20101,20161,12,2.18,2015/16
